"game_id","home_team","away_team","abs_spread","div_game","reg_playoff","penalty_count"
"2019_12_DET_WAS","WAS","DET",4,0,"REG",14
"2019_12_GB_SF","SF","GB",3,0,"REG",14
"2019_12_IND_HOU","HOU","IND",3.5,1,"REG",7
"2019_12_JAX_TEN","TEN","JAX",4.5,1,"REG",17
"2019_12_MIA_CLE","CLE","MIA",11,0,"REG",15
"2019_12_NYG_CHI","CHI","NYG",6,0,"REG",12
"2019_12_OAK_NYJ","NYJ","LV",3.5,0,"REG",8
"2019_12_PIT_CIN","CIN","PIT",5.5,1,"REG",17
"2019_12_SEA_PHI","PHI","SEA",1,0,"REG",14
"2019_12_TB_ATL","ATL","TB",3.5,1,"REG",15
"2019_13_BUF_DAL","DAL","BUF",6.5,0,"REG",12
"2019_13_CHI_DET","DET","CHI",5.5,1,"REG",19
"2019_13_CLE_PIT","PIT","CLE",1,1,"REG",15
"2019_13_GB_NYG","NYG","GB",6.5,0,"REG",11
"2019_13_LA_ARI","ARI","LA",2.5,1,"REG",10
"2019_13_LAC_DEN","DEN","LAC",4.5,1,"REG",10
"2019_13_MIN_SEA","SEA","MIN",2.5,0,"REG",4
"2019_13_NE_HOU","HOU","NE",3.5,0,"REG",16
"2019_13_NO_ATL","ATL","NO",7,1,"REG",13
"2019_13_NYJ_CIN","CIN","NYJ",2.5,0,"REG",12
"2019_13_OAK_KC","KC","LV",11.5,1,"REG",12
"2019_13_PHI_MIA","MIA","PHI",10.5,0,"REG",17
"2019_13_SF_BAL","BAL","SF",5.5,0,"REG",9
"2019_13_TB_JAX","JAX","TB",3,0,"REG",24
"2019_13_TEN_IND","IND","TEN",1,1,"REG",9
"2019_13_WAS_CAR","CAR","WAS",10.5,0,"REG",11
"2019_14_BAL_BUF","BUF","BAL",6.5,0,"REG",13
"2019_14_CAR_ATL","ATL","CAR",3.5,1,"REG",13
"2019_14_CIN_CLE","CLE","CIN",6.5,1,"REG",14
"2019_14_DAL_CHI","CHI","DAL",3,0,"REG",10
"2019_14_DEN_HOU","HOU","DEN",8,0,"REG",16
"2019_14_DET_MIN","MIN","DET",12,1,"REG",12
"2019_14_IND_TB","TB","IND",3,0,"REG",9
"2019_14_KC_NE","NE","KC",3,0,"REG",15
"2019_14_LAC_JAX","JAX","LAC",3.5,0,"REG",16
"2019_14_MIA_NYJ","NYJ","MIA",5,1,"REG",10
"2019_14_NYG_PHI","PHI","NYG",9.5,1,"REG",11
"2019_14_PIT_ARI","ARI","PIT",2.5,0,"REG",11
"2019_14_SEA_LA","LA","SEA",1,1,"REG",11
"2019_14_SF_NO","NO","SF",1,0,"REG",15
"2019_14_TEN_OAK","LV","TEN",3,0,"REG",7
"2019_14_WAS_GB","GB","WAS",13,0,"REG",8
"2019_15_ATL_SF","SF","ATL",10.5,0,"REG",18
"2019_15_BUF_PIT","PIT","BUF",1,0,"REG",14
"2019_15_CHI_GB","GB","CHI",4,1,"REG",8
"2019_15_CLE_ARI","ARI","CLE",3,0,"REG",11
"2019_15_DEN_KC","KC","DEN",10,1,"REG",12
"2019_15_HOU_TEN","TEN","HOU",3,1,"REG",9
"2019_15_IND_NO","NO","IND",8,0,"REG",13
"2019_15_JAX_OAK","LV","JAX",7,0,"REG",14
"2019_15_LA_DAL","DAL","LA",1,0,"REG",9
"2019_15_MIA_NYG","NYG","MIA",3.5,0,"REG",11
"2019_15_MIN_LAC","LAC","MIN",1,0,"REG",10
"2019_15_NE_CIN","CIN","NE",10.5,0,"REG",9
"2019_15_NYJ_BAL","BAL","NYJ",17,0,"REG",14
"2019_15_PHI_WAS","WAS","PHI",7,1,"REG",12
"2019_15_SEA_CAR","CAR","SEA",6,0,"REG",7
"2019_15_TB_DET","DET","TB",5.5,0,"REG",11
"2019_16_ARI_SEA","SEA","ARI",8,1,"REG",12
"2019_16_BAL_CLE","CLE","BAL",9.5,1,"REG",14
"2019_16_BUF_NE","NE","BUF",7,1,"REG",10
"2019_16_CAR_IND","IND","CAR",7.5,0,"REG",6
"2019_16_CIN_MIA","MIA","CIN",1.5,0,"REG",16
"2019_16_DAL_PHI","PHI","DAL",2,1,"REG",6
"2019_16_DET_DEN","DEN","DET",9.5,0,"REG",13
"2019_16_GB_MIN","MIN","GB",4,1,"REG",5
"2019_16_HOU_TB","TB","HOU",3,0,"REG",10
"2019_16_JAX_ATL","ATL","JAX",7.5,0,"REG",15
"2019_16_KC_CHI","CHI","KC",6.5,0,"REG",16
"2019_16_LA_SF","SF","LA",7,1,"REG",10
"2019_16_NO_TEN","TEN","NO",3.5,0,"REG",17
"2019_16_NYG_WAS","WAS","NYG",1,1,"REG",10
"2019_16_OAK_LAC","LAC","LV",7.5,1,"REG",7
"2019_16_PIT_NYJ","NYJ","PIT",3,0,"REG",7
"2019_17_ARI_LA","LA","ARI",7,1,"REG",18
"2019_17_ATL_TB","TB","ATL",1,1,"REG",17
"2019_17_CHI_MIN","MIN","CHI",5.5,1,"REG",6
"2019_17_CLE_CIN","CIN","CLE",2.5,1,"REG",7
"2019_17_GB_DET","DET","GB",13.5,1,"REG",13
"2019_17_IND_JAX","JAX","IND",5,1,"REG",7
"2019_17_LAC_KC","KC","LAC",10,1,"REG",13
"2019_17_MIA_NE","NE","MIA",17.5,1,"REG",10
"2019_17_NO_CAR","CAR","NO",13.5,1,"REG",8
"2019_17_NYJ_BUF","BUF","NYJ",1.5,1,"REG",7
"2019_17_OAK_DEN","DEN","LV",5.5,1,"REG",19
"2019_17_PHI_NYG","NYG","PHI",4,1,"REG",11
"2019_17_PIT_BAL","BAL","PIT",2,1,"REG",12
"2019_17_SF_SEA","SEA","SF",3.5,1,"REG",13
"2019_17_TEN_HOU","HOU","TEN",10,1,"REG",10
"2019_17_WAS_DAL","DAL","WAS",13,1,"REG",12
"2019_18_BUF_HOU","HOU","BUF",2.5,0,"POST",11
"2019_18_MIN_NO","NO","MIN",7.5,0,"POST",10
"2019_18_SEA_PHI","PHI","SEA",1,0,"POST",18
"2019_18_TEN_NE","NE","TEN",4.5,0,"POST",8
"2019_19_HOU_KC","KC","HOU",10,0,"POST",11
"2019_19_MIN_SF","SF","MIN",7,0,"POST",6
"2019_19_SEA_GB","GB","SEA",4.5,0,"POST",10
"2019_19_TEN_BAL","BAL","TEN",10,0,"POST",12
"2019_20_GB_SF","SF","GB",8,0,"POST",8
"2019_20_TEN_KC","KC","TEN",7.5,0,"POST",17
"2019_21_SF_KC","KC","SF",1.5,0,"POST",9
"2020_01_ARI_SF","SF","ARI",7,1,"REG",14
"2020_01_CHI_DET","DET","CHI",2.5,1,"REG",14
"2020_01_CLE_BAL","BAL","CLE",7,1,"REG",15
"2020_01_DAL_LA","LA","DAL",1,0,"REG",12
"2020_01_GB_MIN","MIN","GB",1,1,"REG",11
"2020_01_HOU_KC","KC","HOU",9.5,0,"REG",6
"2020_01_IND_JAX","JAX","IND",7,1,"REG",11
"2020_01_LAC_CIN","CIN","LAC",2.5,0,"REG",13
"2020_01_LV_CAR","CAR","LV",3,0,"REG",8
"2020_01_MIA_NE","NE","MIA",7.5,1,"REG",7
"2020_01_NYJ_BUF","BUF","NYJ",6.5,1,"REG",16
"2020_01_PHI_WAS","WAS","PHI",5.5,1,"REG",10
"2020_01_PIT_NYG","NYG","PIT",6,0,"REG",7
"2020_01_SEA_ATL","ATL","SEA",1,0,"REG",12
"2020_01_TB_NO","NO","TB",4,1,"REG",15
"2020_01_TEN_DEN","DEN","TEN",3,0,"REG",10
"2020_02_ATL_DAL","DAL","ATL",3,0,"REG",15
"2020_02_BAL_HOU","HOU","BAL",7.5,0,"REG",7
"2020_02_BUF_MIA","MIA","BUF",5.5,1,"REG",9
"2020_02_CAR_TB","TB","CAR",7.5,1,"REG",14
"2020_02_CIN_CLE","CLE","CIN",6,1,"REG",12
"2020_02_DEN_PIT","PIT","DEN",6,0,"REG",14
"2020_02_DET_GB","GB","DET",7,1,"REG",15
"2020_02_JAX_TEN","TEN","JAX",7,1,"REG",12
"2020_02_KC_LAC","LAC","KC",8.5,1,"REG",17
"2020_02_LA_PHI","PHI","LA",2,0,"REG",9
"2020_02_MIN_IND","IND","MIN",3.5,0,"REG",15
"2020_02_NE_SEA","SEA","NE",4,0,"REG",11
"2020_02_NO_LV","LV","NO",4,0,"REG",13
"2020_02_NYG_CHI","CHI","NYG",4.5,0,"REG",8
"2020_02_SF_NYJ","NYJ","SF",7,0,"REG",10
"2020_02_WAS_ARI","ARI","WAS",7.5,0,"REG",17
"2020_03_CAR_LAC","LAC","CAR",6,0,"REG",11
"2020_03_CHI_ATL","ATL","CHI",2.5,0,"REG",17
"2020_03_CIN_PHI","PHI","CIN",5.5,0,"REG",20
"2020_03_DAL_SEA","SEA","DAL",5.5,0,"REG",15
"2020_03_DET_ARI","ARI","DET",4.5,0,"REG",14
"2020_03_GB_NO","NO","GB",3.5,0,"REG",10
"2020_03_HOU_PIT","PIT","HOU",4,0,"REG",6
"2020_03_KC_BAL","BAL","KC",3.5,0,"REG",12
"2020_03_LA_BUF","BUF","LA",1.5,0,"REG",8
"2020_03_LV_NE","NE","LV",7,0,"REG",8
"2020_03_MIA_JAX","JAX","MIA",3,0,"REG",14
"2020_03_NYJ_IND","IND","NYJ",12.5,0,"REG",11
"2020_03_SF_NYG","NYG","SF",3,0,"REG",11
"2020_03_TB_DEN","DEN","TB",6,0,"REG",13
"2020_03_TEN_MIN","MIN","TEN",3,0,"REG",7
"2020_03_WAS_CLE","CLE","WAS",7.5,0,"REG",10
"2020_04_ARI_CAR","CAR","ARI",3,0,"REG",15
"2020_04_ATL_GB","GB","ATL",5,0,"REG",6
"2020_04_BAL_WAS","WAS","BAL",14.5,0,"REG",7
"2020_04_BUF_LV","LV","BUF",3,0,"REG",12
"2020_04_CLE_DAL","DAL","CLE",3.5,0,"REG",11
"2020_04_DEN_NYJ","NYJ","DEN",1,0,"REG",19
"2020_04_IND_CHI","CHI","IND",3.5,0,"REG",16
"2020_04_JAX_CIN","CIN","JAX",1,0,"REG",13
"2020_04_LAC_TB","TB","LAC",7.5,0,"REG",15
"2020_04_MIN_HOU","HOU","MIN",3.5,0,"REG",6
"2020_04_NE_KC","KC","NE",7,0,"REG",8
"2020_04_NO_DET","DET","NO",3,0,"REG",9
"2020_04_NYG_LA","LA","NYG",13.5,0,"REG",5
"2020_04_PHI_SF","SF","PHI",8.5,0,"REG",9
"2020_04_SEA_MIA","MIA","SEA",4.5,0,"REG",3
"2020_05_ARI_NYJ","NYJ","ARI",7,0,"REG",16
"2020_05_BUF_TEN","TEN","BUF",3,0,"REG",16
"2020_05_CAR_ATL","ATL","CAR",2.5,1,"REG",7
"2020_05_CIN_BAL","BAL","CIN",12.5,1,"REG",9
"2020_05_IND_CLE","CLE","IND",1,0,"REG",7
"2020_05_JAX_HOU","HOU","JAX",6.5,1,"REG",9
"2020_05_LA_WAS","WAS","LA",7,0,"REG",8
"2020_05_LAC_NO","NO","LAC",7,0,"REG",6
"2020_05_LV_KC","KC","LV",11,1,"REG",18
"2020_05_MIA_SF","SF","MIA",8.5,0,"REG",14
"2020_05_MIN_SEA","SEA","MIN",6.5,0,"REG",9
"2020_05_NYG_DAL","DAL","NYG",7.5,1,"REG",11
"2020_05_PHI_PIT","PIT","PHI",7.5,0,"REG",17
"2020_05_TB_CHI","CHI","TB",3.5,0,"REG",17
"2020_06_ARI_DAL","DAL","ARI",1,0,"REG",13
"2020_06_ATL_MIN","MIN","ATL",3.5,0,"REG",8
"2020_06_BAL_PHI","PHI","BAL",10.5,0,"REG",15
"2020_06_CHI_CAR","CAR","CHI",2,0,"REG",18
"2020_06_CIN_IND","IND","CIN",7.5,0,"REG",12
"2020_06_CLE_PIT","PIT","CLE",3,1,"REG",13
"2020_06_DEN_NE","NE","DEN",7,0,"REG",3
"2020_06_DET_JAX","JAX","DET",3,0,"REG",12
"2020_06_GB_TB","TB","GB",3,0,"REG",6
"2020_06_HOU_TEN","TEN","HOU",4,1,"REG",11
"2020_06_KC_BUF","BUF","KC",5.5,0,"REG",12
"2020_06_LA_SF","SF","LA",2,1,"REG",13
"2020_06_NYJ_MIA","MIA","NYJ",9.5,1,"REG",12
"2020_06_WAS_NYG","NYG","WAS",2,1,"REG",12
"2020_07_BUF_NYJ","NYJ","BUF",9.5,1,"REG",17
"2020_07_CAR_NO","NO","CAR",7,1,"REG",7
"2020_07_CHI_LA","LA","CHI",6.5,0,"REG",10
"2020_07_CLE_CIN","CIN","CLE",4.5,1,"REG",12
"2020_07_DAL_WAS","WAS","DAL",1,1,"REG",10
"2020_07_DET_ATL","ATL","DET",1,0,"REG",13
"2020_07_GB_HOU","HOU","GB",2.5,0,"REG",11
"2020_07_JAX_LAC","LAC","JAX",8,0,"REG",9
"2020_07_KC_DEN","DEN","KC",7,1,"REG",6
"2020_07_NYG_PHI","PHI","NYG",5,1,"REG",16
"2020_07_PIT_TEN","TEN","PIT",1,0,"REG",15
"2020_07_SEA_ARI","ARI","SEA",3.5,1,"REG",14
"2020_07_SF_NE","NE","SF",3,0,"REG",9
"2020_07_TB_LV","LV","TB",3.5,0,"REG",8
"2020_08_ATL_CAR","CAR","ATL",1.5,1,"REG",12
"2020_08_DAL_PHI","PHI","DAL",10,1,"REG",11
"2020_08_IND_DET","DET","IND",3.5,0,"REG",7
"2020_08_LA_MIA","MIA","LA",3.5,0,"REG",8
"2020_08_LAC_DEN","DEN","LAC",3,1,"REG",14
"2020_08_LV_CLE","CLE","LV",1,0,"REG",12
"2020_08_MIN_GB","GB","MIN",5.5,1,"REG",16
"2020_08_NE_BUF","BUF","NE",4,1,"REG",10
"2020_08_NO_CHI","CHI","NO",5.5,0,"REG",12
"2020_08_NYJ_KC","KC","NYJ",20,0,"REG",10
"2020_08_PIT_BAL","BAL","PIT",4,1,"REG",12
"2020_08_SF_SEA","SEA","SF",1,1,"REG",12
"2020_08_TB_NYG","NYG","TB",13,0,"REG",10
"2020_08_TEN_CIN","CIN","TEN",7.5,0,"REG",14
"2020_09_BAL_IND","IND","BAL",1,0,"REG",9
"2020_09_CAR_KC","KC","CAR",10,0,"REG",20
"2020_09_CHI_TEN","TEN","CHI",6.5,0,"REG",11
"2020_09_DEN_ATL","ATL","DEN",4.5,0,"REG",10
"2020_09_DET_MIN","MIN","DET",3,1,"REG",12
"2020_09_GB_SF","SF","GB",6,0,"REG",9
"2020_09_HOU_JAX","JAX","HOU",7,1,"REG",7
"2020_09_LV_LAC","LAC","LV",1,1,"REG",7
"2020_09_MIA_ARI","ARI","MIA",6,0,"REG",14
"2020_09_NE_NYJ","NYJ","NE",9.5,1,"REG",10
"2020_09_NO_TB","TB","NO",3,1,"REG",8
"2020_09_NYG_WAS","WAS","NYG",3,1,"REG",10
"2020_09_PIT_DAL","DAL","PIT",14,0,"REG",10
"2020_09_SEA_BUF","BUF","SEA",3,0,"REG",10
"2020_10_BAL_NE","NE","BAL",7,0,"REG",11
"2020_10_BUF_ARI","ARI","BUF",3,0,"REG",16
"2020_10_CIN_PIT","PIT","CIN",6.5,1,"REG",12
"2020_10_DEN_LV","LV","DEN",3.5,1,"REG",15
"2020_10_HOU_CLE","CLE","HOU",4.5,0,"REG",12
"2020_10_IND_TEN","TEN","IND",1,1,"REG",12
"2020_10_JAX_GB","GB","JAX",13.5,0,"REG",11
"2020_10_LAC_MIA","MIA","LAC",1,0,"REG",8
"2020_10_MIN_CHI","CHI","MIN",3.5,1,"REG",5
"2020_10_PHI_NYG","NYG","PHI",4.5,1,"REG",18
"2020_10_SEA_LA","LA","SEA",3,1,"REG",8
"2020_10_SF_NO","NO","SF",9.5,0,"REG",11
"2020_10_TB_CAR","CAR","TB",6,1,"REG",8
"2020_10_WAS_DET","DET","WAS",2.5,0,"REG",15
"2020_11_ARI_SEA","SEA","ARI",3,1,"REG",18
"2020_11_ATL_NO","NO","ATL",3.5,1,"REG",12
"2020_11_CIN_WAS","WAS","CIN",2,0,"REG",9
"2020_11_DAL_MIN","MIN","DAL",7,0,"REG",12
"2020_11_DET_CAR","CAR","DET",3,0,"REG",11
"2020_11_GB_IND","IND","GB",1.5,0,"REG",15
"2020_11_KC_LV","LV","KC",7.5,1,"REG",18
"2020_11_LA_TB","TB","LA",4,0,"REG",7
"2020_11_MIA_DEN","DEN","MIA",4,0,"REG",13
"2020_11_NE_HOU","HOU","NE",2.5,0,"REG",12
"2020_11_NYJ_LAC","LAC","NYJ",10,0,"REG",17
"2020_11_PHI_CLE","CLE","PHI",2.5,0,"REG",8
"2020_11_PIT_JAX","JAX","PIT",11,0,"REG",14
"2020_11_TEN_BAL","BAL","TEN",6,0,"REG",10
"2020_12_ARI_NE","NE","ARI",1,0,"REG",12
"2020_12_BAL_PIT","PIT","BAL",10.5,1,"REG",12
"2020_12_CAR_MIN","MIN","CAR",3,0,"REG",15
"2020_12_CHI_GB","GB","CHI",7.5,1,"REG",8
"2020_12_CLE_JAX","JAX","CLE",7.5,0,"REG",11
"2020_12_HOU_DET","DET","HOU",3,0,"REG",14
"2020_12_KC_TB","TB","KC",3.5,0,"REG",18
"2020_12_LAC_BUF","BUF","LAC",4.5,0,"REG",14
"2020_12_LV_ATL","ATL","LV",3.5,0,"REG",17
"2020_12_MIA_NYJ","NYJ","MIA",7.5,1,"REG",9
"2020_12_NO_DEN","DEN","NO",17,0,"REG",7
"2020_12_NYG_CIN","CIN","NYG",6.5,0,"REG",8
"2020_12_SEA_PHI","PHI","SEA",6.5,0,"REG",17
"2020_12_SF_LA","LA","SF",5,1,"REG",8
"2020_12_TEN_IND","IND","TEN",3,1,"REG",15
"2020_12_WAS_DAL","DAL","WAS",2.5,1,"REG",10
"2020_13_BUF_SF","SF","BUF",1.5,0,"REG",11
"2020_13_CIN_MIA","MIA","CIN",10.5,0,"REG",14
"2020_13_CLE_TEN","TEN","CLE",4,0,"REG",18
"2020_13_DAL_BAL","BAL","DAL",8.5,0,"REG",11
"2020_13_DEN_KC","KC","DEN",13,1,"REG",9
"2020_13_DET_CHI","CHI","DET",3,1,"REG",10
"2020_13_IND_HOU","HOU","IND",3.5,1,"REG",10
"2020_13_JAX_MIN","MIN","JAX",10.5,0,"REG",16
"2020_13_LA_ARI","ARI","LA",2.5,1,"REG",11
"2020_13_LV_NYJ","NYJ","LV",7.5,0,"REG",9
"2020_13_NE_LAC","LAC","NE",2.5,0,"REG",8
"2020_13_NO_ATL","ATL","NO",2.5,1,"REG",11
"2020_13_NYG_SEA","SEA","NYG",11,0,"REG",12
"2020_13_PHI_GB","GB","PHI",8,0,"REG",9
"2020_13_WAS_PIT","PIT","WAS",5.5,0,"REG",15
"2020_14_ARI_NYG","NYG","ARI",3,0,"REG",6
"2020_14_ATL_LAC","LAC","ATL",1,0,"REG",10
"2020_14_BAL_CLE","CLE","BAL",3,1,"REG",16
"2020_14_DAL_CIN","CIN","DAL",3,0,"REG",8
"2020_14_DEN_CAR","CAR","DEN",4,0,"REG",9
"2020_14_GB_DET","DET","GB",9.5,1,"REG",16
"2020_14_HOU_CHI","CHI","HOU",1,0,"REG",13
"2020_14_IND_LV","LV","IND",2.5,0,"REG",12
"2020_14_KC_MIA","MIA","KC",7.5,0,"REG",11
"2020_14_MIN_TB","TB","MIN",7,0,"REG",10
"2020_14_NE_LA","LA","NE",5,0,"REG",10
"2020_14_NO_PHI","PHI","NO",7.5,0,"REG",14
"2020_14_NYJ_SEA","SEA","NYJ",16.5,0,"REG",11
"2020_14_PIT_BUF","BUF","PIT",2,0,"REG",10
"2020_14_TEN_JAX","JAX","TEN",7.5,1,"REG",17
"2020_14_WAS_SF","SF","WAS",3,0,"REG",10
"2020_15_BUF_DEN","DEN","BUF",5.5,0,"REG",15
"2020_15_CAR_GB","GB","CAR",9.5,0,"REG",12
"2020_15_CHI_MIN","MIN","CHI",2.5,1,"REG",5
"2020_15_CLE_NYG","NYG","CLE",6,0,"REG",8
"2020_15_DET_TEN","TEN","DET",9.5,0,"REG",6
"2020_15_HOU_IND","IND","HOU",7.5,1,"REG",9
"2020_15_JAX_BAL","BAL","JAX",13,0,"REG",11
"2020_15_KC_NO","NO","KC",2.5,0,"REG",15
"2020_15_LAC_LV","LV","LAC",3.5,1,"REG",8
"2020_15_NE_MIA","MIA","NE",1.5,1,"REG",9
"2020_15_NYJ_LA","LA","NYJ",17.5,0,"REG",11
"2020_15_PHI_ARI","ARI","PHI",6.5,0,"REG",18
"2020_15_PIT_CIN","CIN","PIT",14.5,1,"REG",6
"2020_15_SEA_WAS","WAS","SEA",6,0,"REG",10
"2020_15_SF_DAL","DAL","SF",4,0,"REG",9
"2020_15_TB_ATL","ATL","TB",6,1,"REG",3
"2020_16_ATL_KC","KC","ATL",11,0,"REG",13
"2020_16_BUF_NE","NE","BUF",7,1,"REG",7
"2020_16_CAR_WAS","WAS","CAR",1,0,"REG",8
"2020_16_CHI_JAX","JAX","CHI",9.5,0,"REG",14
"2020_16_CIN_HOU","HOU","CIN",7.5,0,"REG",11
"2020_16_CLE_NYJ","NYJ","CLE",6.5,0,"REG",13
"2020_16_DEN_LAC","LAC","DEN",2.5,1,"REG",12
"2020_16_IND_PIT","PIT","IND",1,0,"REG",15
"2020_16_LA_SEA","SEA","LA",1.5,1,"REG",10
"2020_16_MIA_LV","LV","MIA",2,0,"REG",9
"2020_16_MIN_NO","NO","MIN",6.5,0,"REG",7
"2020_16_NYG_BAL","BAL","NYG",10,0,"REG",15
"2020_16_PHI_DAL","DAL","PHI",3,1,"REG",17
"2020_16_SF_ARI","ARI","SF",6,1,"REG",8
"2020_16_TB_DET","DET","TB",12,0,"REG",19
"2020_16_TEN_GB","GB","TEN",3,0,"REG",3
"2020_17_ARI_LA","LA","ARI",1,1,"REG",10
"2020_17_ATL_TB","TB","ATL",7.5,1,"REG",7
"2020_17_BAL_CIN","CIN","BAL",13.5,1,"REG",9
"2020_17_DAL_NYG","NYG","DAL",1.5,1,"REG",12
"2020_17_GB_CHI","CHI","GB",4.5,1,"REG",5
"2020_17_JAX_IND","IND","JAX",15.5,1,"REG",4
"2020_17_LAC_KC","KC","LAC",7,1,"REG",9
"2020_17_LV_DEN","DEN","LV",2.5,1,"REG",18
"2020_17_MIA_BUF","BUF","MIA",3.5,1,"REG",5
"2020_17_MIN_DET","DET","MIN",3,1,"REG",11
"2020_17_NO_CAR","CAR","NO",6,1,"REG",5
"2020_17_NYJ_NE","NE","NYJ",3,1,"REG",9
"2020_17_PIT_CLE","CLE","PIT",10.5,1,"REG",6
"2020_17_SEA_SF","SF","SEA",7,1,"REG",6
"2020_17_TEN_HOU","HOU","TEN",7,1,"REG",12
"2020_17_WAS_PHI","PHI","WAS",6.5,1,"REG",11
"2020_18_BAL_TEN","TEN","BAL",3.5,0,"POST",7
"2020_18_CHI_NO","NO","CHI",11,0,"POST",13
"2020_18_CLE_PIT","PIT","CLE",5,1,"POST",7
"2020_18_IND_BUF","BUF","IND",7,0,"POST",4
"2020_18_LA_SEA","SEA","LA",3,1,"POST",11
"2020_18_TB_WAS","WAS","TB",10,0,"POST",5
"2020_19_BAL_BUF","BUF","BAL",2.5,0,"POST",10
"2020_19_CLE_KC","KC","CLE",7.5,0,"POST",10
"2020_19_LA_GB","GB","LA",7,0,"POST",6
"2020_19_TB_NO","NO","TB",2.5,1,"POST",12
"2020_20_BUF_KC","KC","BUF",3,0,"POST",7
"2020_20_TB_GB","GB","TB",3,0,"POST",6
"2020_21_KC_TB","TB","KC",3,0,"POST",15
"2021_01_ARI_TEN","TEN","ARI",2.5,0,"REG",15
"2021_01_BAL_LV","LV","BAL",3,0,"REG",15
"2021_01_CHI_LA","LA","CHI",9.5,0,"REG",7
"2021_01_CLE_KC","KC","CLE",5.5,0,"REG",10
"2021_01_DAL_TB","TB","DAL",10,0,"REG",18
"2021_01_DEN_NYG","NYG","DEN",3,0,"REG",9
"2021_01_GB_NO","NO","GB",4,0,"REG",11
"2021_01_JAX_HOU","HOU","JAX",3.5,1,"REG",15
"2021_01_LAC_WAS","WAS","LAC",2.5,0,"REG",14
"2021_01_MIA_NE","NE","MIA",3.5,1,"REG",13
"2021_01_MIN_CIN","CIN","MIN",3,0,"REG",15
"2021_01_NYJ_CAR","CAR","NYJ",3.5,0,"REG",11
"2021_01_PHI_ATL","ATL","PHI",3.5,0,"REG",26
"2021_01_PIT_BUF","BUF","PIT",6.5,0,"REG",13
"2021_01_SEA_IND","IND","SEA",3,0,"REG",9
"2021_01_SF_DET","DET","SF",9.5,0,"REG",12
"2021_02_ATL_TB","TB","ATL",13.5,1,"REG",15
"2021_02_BUF_MIA","MIA","BUF",3.5,1,"REG",15
"2021_02_CIN_CHI","CHI","CIN",2,0,"REG",12
"2021_02_DAL_LAC","LAC","DAL",3,0,"REG",20
"2021_02_DEN_JAX","JAX","DEN",6,0,"REG",17
"2021_02_DET_GB","GB","DET",11.5,1,"REG",14
"2021_02_HOU_CLE","CLE","HOU",13.5,0,"REG",14
"2021_02_KC_BAL","BAL","KC",3.5,0,"REG",13
"2021_02_LA_IND","IND","LA",4,0,"REG",4
"2021_02_LV_PIT","PIT","LV",5.5,0,"REG",10
"2021_02_MIN_ARI","ARI","MIN",4,0,"REG",8
"2021_02_NE_NYJ","NYJ","NE",5.5,1,"REG",14
"2021_02_NO_CAR","CAR","NO",3,1,"REG",16
"2021_02_NYG_WAS","WAS","NYG",4,1,"REG",20
"2021_02_SF_PHI","PHI","SF",3,0,"REG",13
"2021_02_TEN_SEA","SEA","TEN",6.5,0,"REG",15
"2021_03_ARI_JAX","JAX","ARI",8,0,"REG",11
"2021_03_ATL_NYG","NYG","ATL",3,0,"REG",12
"2021_03_BAL_DET","DET","BAL",7.5,0,"REG",13
"2021_03_CAR_HOU","HOU","CAR",8,0,"REG",15
"2021_03_CHI_CLE","CLE","CHI",7.5,0,"REG",12
"2021_03_CIN_PIT","PIT","CIN",2.5,1,"REG",20
"2021_03_GB_SF","SF","GB",3.5,0,"REG",11
"2021_03_IND_TEN","TEN","IND",4.5,1,"REG",8
"2021_03_LAC_KC","KC","LAC",6.5,1,"REG",14
"2021_03_MIA_LV","LV","MIA",4,0,"REG",16
"2021_03_NO_NE","NE","NO",3,0,"REG",6
"2021_03_NYJ_DEN","DEN","NYJ",10.5,0,"REG",15
"2021_03_PHI_DAL","DAL","PHI",3.5,1,"REG",17
"2021_03_SEA_MIN","MIN","SEA",2,0,"REG",8
"2021_03_TB_LA","LA","TB",1,0,"REG",8
"2021_03_WAS_BUF","BUF","WAS",7.5,0,"REG",10
"2021_04_ARI_LA","LA","ARI",3.5,1,"REG",12
"2021_04_BAL_DEN","DEN","BAL",1,0,"REG",10
"2021_04_CAR_DAL","DAL","CAR",4.5,0,"REG",13
"2021_04_CLE_MIN","MIN","CLE",1,0,"REG",14
"2021_04_DET_CHI","CHI","DET",3,1,"REG",11
"2021_04_HOU_BUF","BUF","HOU",19,0,"REG",13
"2021_04_IND_MIA","MIA","IND",2.5,0,"REG",13
"2021_04_JAX_CIN","CIN","JAX",7.5,0,"REG",8
"2021_04_KC_PHI","PHI","KC",7.5,0,"REG",16
"2021_04_LV_LAC","LAC","LV",3,1,"REG",14
"2021_04_NYG_NO","NO","NYG",7.5,0,"REG",8
"2021_04_PIT_GB","GB","PIT",6.5,0,"REG",8
"2021_04_SEA_SF","SF","SEA",2.5,1,"REG",13
"2021_04_TB_NE","NE","TB",6,0,"REG",15
"2021_04_TEN_NYJ","NYJ","TEN",5.5,0,"REG",14
"2021_04_WAS_ATL","ATL","WAS",1,0,"REG",13
"2021_05_BUF_KC","KC","BUF",2.5,0,"REG",17
"2021_05_CHI_LV","LV","CHI",5.5,0,"REG",18
"2021_05_CLE_LAC","LAC","CLE",2.5,0,"REG",13
"2021_05_DEN_PIT","PIT","DEN",2,0,"REG",15
