year,site,siteid,species,treeid,trw,bai,radius,age,awc100,pH,BS,C.N,tmean,prec,dri,co2
2003,Vetroztief,VET,beech,VETfasy6,0.6,8.02,21.5,192,10,6.6,98.8,20.5,13.5,488,22,373
2004,Vetroztief,VET,beech,VETfasy6,0.75,10.07,21.6,193,10,6.6,98.8,20.5,11.5,539,37,374.6
2005,Vetroztief,VET,beech,VETfasy6,0.87,11.8,21.6,194,10,6.6,98.8,20.5,11.7,653,55,377.1
2006,Vetroztief,VET,beech,VETfasy6,0.6,8.17,21.7,195,10,6.6,98.8,20.5,12.1,669,58,378.8
1957,Vetroztief,VET,beech,VETfasy7,1.23,8.48,11.1,111,10,6.6,98.8,20.5,10.7,574,45,315.1
1958,Vetroztief,VET,beech,VETfasy7,1.78,12.49,11.3,112,10,6.6,98.8,20.5,11.5,586,45,315.7
1959,Vetroztief,VET,beech,VETfasy7,1.12,7.96,11.4,113,10,6.6,98.8,20.5,12,477,25,315.8
1960,Vetroztief,VET,beech,VETfasy7,0.89,6.38,11.5,114,10,6.6,98.8,20.5,10.5,631,54,316.8
1961,Vetroztief,VET,beech,VETfasy7,1.09,7.85,11.6,115,10,6.6,98.8,20.5,11.6,543,38,317.5
1962,Vetroztief,VET,beech,VETfasy7,0.83,6.06,11.7,116,10,6.6,98.8,20.5,10.8,374,9,318.3
1963,Vetroztief,VET,beech,VETfasy7,1.11,8.17,11.8,117,10,6.6,98.8,20.5,10.7,594,48,318.8
1964,Vetroztief,VET,beech,VETfasy7,0.89,6.57,11.9,118,10,6.6,98.8,20.5,11.9,571,40,319.4
1965,Vetroztief,VET,beech,VETfasy7,0.71,5.27,11.9,119,10,6.6,98.8,20.5,9.7,821,90,319.9
1966,Vetroztief,VET,beech,VETfasy7,0.95,7.15,12,120,10,6.6,98.8,20.5,11.1,501,31,321.2
1967,Vetroztief,VET,beech,VETfasy7,0.96,7.24,12.1,121,10,6.6,98.8,20.5,10.7,511,35,322
1968,Vetroztief,VET,beech,VETfasy7,0.58,4.43,12.2,122,10,6.6,98.8,20.5,10.5,720,69,322.9
1969,Vetroztief,VET,beech,VETfasy7,0.83,6.37,12.3,123,10,6.6,98.8,20.5,10.6,662,60,324.5
1970,Vetroztief,VET,beech,VETfasy7,0.78,6.03,12.3,124,10,6.6,98.8,20.5,10.6,606,50,325.5
1971,Vetroztief,VET,beech,VETfasy7,1.26,9.77,12.5,125,10,6.6,98.8,20.5,11.6,577,43,326.2
1972,Vetroztief,VET,beech,VETfasy7,1.06,8.33,12.6,126,10,6.6,98.8,20.5,9.5,446,28,327.3
1973,Vetroztief,VET,beech,VETfasy7,1.11,8.76,12.7,127,10,6.6,98.8,20.5,10.8,619,53,329.5
1974,Vetroztief,VET,beech,VETfasy7,1.01,8.08,12.8,128,10,6.6,98.8,20.5,10.4,627,55,330.1
1975,Vetroztief,VET,beech,VETfasy7,0.67,5.39,12.8,129,10,6.6,98.8,20.5,10.9,522,36,331
1976,Vetroztief,VET,beech,VETfasy7,0.55,4.45,12.9,130,10,6.6,98.8,20.5,10.9,430,20,332
1977,Vetroztief,VET,beech,VETfasy7,0.7,5.69,13,131,10,6.6,98.8,20.5,9.7,628,57,333.7
1978,Vetroztief,VET,beech,VETfasy7,0.8,6.54,13,132,10,6.6,98.8,20.5,9.6,580,50,335.3
1979,Vetroztief,VET,beech,VETfasy7,0.66,5.38,13.1,133,10,6.6,98.8,20.5,10.2,539,41,336.7
1980,Vetroztief,VET,beech,VETfasy7,0.79,6.53,13.2,134,10,6.6,98.8,20.5,9.6,606,56,338.5
1981,Vetroztief,VET,beech,VETfasy7,0.45,3.74,13.2,135,10,6.6,98.8,20.5,10.9,607,51,339.8
1982,Vetroztief,VET,beech,VETfasy7,0.47,3.92,13.3,136,10,6.6,98.8,20.5,11.2,541,39,341
1983,Vetroztief,VET,beech,VETfasy7,0.42,3.47,13.3,137,10,6.6,98.8,20.5,11.4,621,51,342.6
1984,Vetroztief,VET,beech,VETfasy7,0.42,3.48,13.4,138,10,6.6,98.8,20.5,9.5,594,52,344.3
1985,Vetroztief,VET,beech,VETfasy7,0.58,4.88,13.4,139,10,6.6,98.8,20.5,10.9,658,58,345.7
1986,Vetroztief,VET,beech,VETfasy7,0.49,4.14,13.5,140,10,6.6,98.8,20.5,10.8,644,56,347
1987,Vetroztief,VET,beech,VETfasy7,0.63,5.3,13.5,141,10,6.6,98.8,20.5,10.8,687,65,348.8
1988,Vetroztief,VET,beech,VETfasy7,0.57,4.82,13.6,142,10,6.6,98.8,20.5,11.2,478,27,351.3
1989,Vetroztief,VET,beech,VETfasy7,0.51,4.32,13.6,143,10,6.6,98.8,20.5,11,506,32,352.8
1990,Vetroztief,VET,beech,VETfasy7,0.87,7.44,13.7,144,10,6.6,98.8,20.5,11.2,650,56,354
1991,Vetroztief,VET,beech,VETfasy7,0.63,5.45,13.8,145,10,6.6,98.8,20.5,11.1,473,29,355.5
1992,Vetroztief,VET,beech,VETfasy7,0.74,6.43,13.9,146,10,6.6,98.8,20.5,11.7,513,32,356.3
1993,Vetroztief,VET,beech,VETfasy7,0.83,7.25,14,147,10,6.6,98.8,20.5,11.3,738,70,357
1994,Vetroztief,VET,beech,VETfasy7,0.67,5.89,14,148,10,6.6,98.8,20.5,11.6,731,69,358.9
1995,Vetroztief,VET,beech,VETfasy7,0.62,5.47,14.1,149,10,6.6,98.8,20.5,10.7,627,54,360.9
1996,Vetroztief,VET,beech,VETfasy7,0.52,4.61,14.1,150,10,6.6,98.8,20.5,10.7,591,47,362.7
1997,Vetroztief,VET,beech,VETfasy7,0.59,5.25,14.2,151,10,6.6,98.8,20.5,11.4,640,55,363.8
1998,Vetroztief,VET,beech,VETfasy7,0.72,6.44,14.3,152,10,6.6,98.8,20.5,11.7,565,40,365.5
1999,Vetroztief,VET,beech,VETfasy7,0.42,3.77,14.3,153,10,6.6,98.8,20.5,11.9,745,71,367
2000,Vetroztief,VET,beech,VETfasy7,0.44,3.92,14.3,154,10,6.6,98.8,20.5,12,526,33,368.5
2001,Vetroztief,VET,beech,VETfasy7,0.74,6.69,14.4,155,10,6.6,98.8,20.5,10.9,784,79,370
2002,Vetroztief,VET,beech,VETfasy7,0.51,4.58,14.5,156,10,6.6,98.8,20.5,11.3,726,69,371.5
2003,Vetroztief,VET,beech,VETfasy7,0.49,4.46,14.5,157,10,6.6,98.8,20.5,13.5,488,22,373
2004,Vetroztief,VET,beech,VETfasy7,0.52,4.75,14.6,158,10,6.6,98.8,20.5,11.5,539,37,374.6
2005,Vetroztief,VET,beech,VETfasy7,0.51,4.68,14.6,159,10,6.6,98.8,20.5,11.7,653,55,377.1
2006,Vetroztief,VET,beech,VETfasy7,0.39,3.59,14.7,160,10,6.6,98.8,20.5,12.1,669,58,378.8
1957,Vetroztief,VET,beech,VETfasy8,1.4,11.58,13.2,108,10,6.6,98.8,20.5,10.7,574,45,315.1
1958,Vetroztief,VET,beech,VETfasy8,1.91,15.99,13.4,109,10,6.6,98.8,20.5,11.5,586,45,315.7
1959,Vetroztief,VET,beech,VETfasy8,2.04,17.29,13.6,110,10,6.6,98.8,20.5,12,477,25,315.8
1960,Vetroztief,VET,beech,VETfasy8,1.89,16.29,13.8,111,10,6.6,98.8,20.5,10.5,631,54,316.8
1961,Vetroztief,VET,beech,VETfasy8,1.92,16.78,14,112,10,6.6,98.8,20.5,11.6,543,38,317.5
1962,Vetroztief,VET,beech,VETfasy8,1.21,10.69,14.1,113,10,6.6,98.8,20.5,10.8,374,9,318.3
1963,Vetroztief,VET,beech,VETfasy8,2.1,18.78,14.3,114,10,6.6,98.8,20.5,10.7,594,48,318.8
1964,Vetroztief,VET,beech,VETfasy8,1.83,16.54,14.5,115,10,6.6,98.8,20.5,11.9,571,40,319.4
1965,Vetroztief,VET,beech,VETfasy8,1.71,15.64,14.7,116,10,6.6,98.8,20.5,9.7,821,90,319.9
1966,Vetroztief,VET,beech,VETfasy8,1.37,12.66,14.8,117,10,6.6,98.8,20.5,11.1,501,31,321.2
1967,Vetroztief,VET,beech,VETfasy8,1.84,17.25,15,118,10,6.6,98.8,20.5,10.7,511,35,322
1968,Vetroztief,VET,beech,VETfasy8,1.17,11.08,15.1,119,10,6.6,98.8,20.5,10.5,720,69,322.9
1969,Vetroztief,VET,beech,VETfasy8,1.72,16.44,15.3,120,10,6.6,98.8,20.5,10.6,662,60,324.5
1970,Vetroztief,VET,beech,VETfasy8,1.38,13.32,15.4,121,10,6.6,98.8,20.5,10.6,606,50,325.5
1971,Vetroztief,VET,beech,VETfasy8,1.45,14.08,15.6,122,10,6.6,98.8,20.5,11.6,577,43,326.2
1972,Vetroztief,VET,beech,VETfasy8,1.34,13.17,15.7,123,10,6.6,98.8,20.5,9.5,446,28,327.3
1973,Vetroztief,VET,beech,VETfasy8,1.75,17.33,15.9,124,10,6.6,98.8,20.5,10.8,619,53,329.5
1974,Vetroztief,VET,beech,VETfasy8,1.82,18.22,16.1,125,10,6.6,98.8,20.5,10.4,627,55,330.1
1975,Vetroztief,VET,beech,VETfasy8,1.47,14.91,16.2,126,10,6.6,98.8,20.5,10.9,522,36,331
1976,Vetroztief,VET,beech,VETfasy8,1.1,11.2,16.3,127,10,6.6,98.8,20.5,10.9,430,20,332
1977,Vetroztief,VET,beech,VETfasy8,1.36,14.01,16.5,128,10,6.6,98.8,20.5,9.7,628,57,333.7
1978,Vetroztief,VET,beech,VETfasy8,1.6,16.63,16.6,129,10,6.6,98.8,20.5,9.6,580,50,335.3
1979,Vetroztief,VET,beech,VETfasy8,1.64,17.16,16.8,130,10,6.6,98.8,20.5,10.2,539,41,336.7
1980,Vetroztief,VET,beech,VETfasy8,1.89,19.99,17,131,10,6.6,98.8,20.5,9.6,606,56,338.5
1981,Vetroztief,VET,beech,VETfasy8,1.21,12.95,17.1,132,10,6.6,98.8,20.5,10.9,607,51,339.8
1982,Vetroztief,VET,beech,VETfasy8,1.63,17.59,17.3,133,10,6.6,98.8,20.5,11.2,541,39,341
1983,Vetroztief,VET,beech,VETfasy8,1.28,13.88,17.4,134,10,6.6,98.8,20.5,11.4,621,51,342.6
1984,Vetroztief,VET,beech,VETfasy8,1.38,15.08,17.5,135,10,6.6,98.8,20.5,9.5,594,52,344.3
1985,Vetroztief,VET,beech,VETfasy8,1.6,17.7,17.7,136,10,6.6,98.8,20.5,10.9,658,58,345.7
1986,Vetroztief,VET,beech,VETfasy8,1.46,16.29,17.8,137,10,6.6,98.8,20.5,10.8,644,56,347
1987,Vetroztief,VET,beech,VETfasy8,1.32,14.84,18,138,10,6.6,98.8,20.5,10.8,687,65,348.8
1988,Vetroztief,VET,beech,VETfasy8,1.15,12.96,18.1,139,10,6.6,98.8,20.5,11.2,478,27,351.3
1989,Vetroztief,VET,beech,VETfasy8,1.14,12.93,18.2,140,10,6.6,98.8,20.5,11,506,32,352.8
1990,Vetroztief,VET,beech,VETfasy8,1.45,16.64,18.3,141,10,6.6,98.8,20.5,11.2,650,56,354
1991,Vetroztief,VET,beech,VETfasy8,1.24,14.33,18.5,142,10,6.6,98.8,20.5,11.1,473,29,355.5
1992,Vetroztief,VET,beech,VETfasy8,1.69,19.63,18.6,143,10,6.6,98.8,20.5,11.7,513,32,356.3
1993,Vetroztief,VET,beech,VETfasy8,1.85,21.7,18.8,144,10,6.6,98.8,20.5,11.3,738,70,357
1994,Vetroztief,VET,beech,VETfasy8,1.91,22.69,19,145,10,6.6,98.8,20.5,11.6,731,69,358.9
1995,Vetroztief,VET,beech,VETfasy8,1.07,12.81,19.1,146,10,6.6,98.8,20.5,10.7,627,54,360.9
1996,Vetroztief,VET,beech,VETfasy8,0.97,11.62,19.2,147,10,6.6,98.8,20.5,10.7,591,47,362.7
1997,Vetroztief,VET,beech,VETfasy8,1.42,17.2,19.3,148,10,6.6,98.8,20.5,11.4,640,55,363.8
1998,Vetroztief,VET,beech,VETfasy8,1.43,17.45,19.5,149,10,6.6,98.8,20.5,11.7,565,40,365.5
1999,Vetroztief,VET,beech,VETfasy8,0.89,10.92,19.6,150,10,6.6,98.8,20.5,11.9,745,71,367
2000,Vetroztief,VET,beech,VETfasy8,0.75,9.18,19.7,151,10,6.6,98.8,20.5,12,526,33,368.5
2001,Vetroztief,VET,beech,VETfasy8,1.53,18.91,19.8,152,10,6.6,98.8,20.5,10.9,784,79,370
2002,Vetroztief,VET,beech,VETfasy8,1.36,16.98,19.9,153,10,6.6,98.8,20.5,11.3,726,69,371.5
2003,Vetroztief,VET,beech,VETfasy8,1.39,17.48,20.1,154,10,6.6,98.8,20.5,13.5,488,22,373
2004,Vetroztief,VET,beech,VETfasy8,1.25,15.82,20.2,155,10,6.6,98.8,20.5,11.5,539,37,374.6
2005,Vetroztief,VET,beech,VETfasy8,1.47,18.73,20.4,156,10,6.6,98.8,20.5,11.7,653,55,377.1
2006,Vetroztief,VET,beech,VETfasy8,1.46,18.74,20.5,157,10,6.6,98.8,20.5,12.1,669,58,378.8
1957,Vetroztief,VET,beech,VETfasy9,1.04,10.21,15.8,111,10,6.6,98.8,20.5,10.7,574,45,315.1
1958,Vetroztief,VET,beech,VETfasy9,1.52,15.12,15.9,112,10,6.6,98.8,20.5,11.5,586,45,315.7
1959,Vetroztief,VET,beech,VETfasy9,1.04,10.43,16,113,10,6.6,98.8,20.5,12,477,25,315.8
1960,Vetroztief,VET,beech,VETfasy9,1.22,12.32,16.1,114,10,6.6,98.8,20.5,10.5,631,54,316.8
1961,Vetroztief,VET,beech,VETfasy9,0.98,9.96,16.2,115,10,6.6,98.8,20.5,11.6,543,38,317.5
1962,Vetroztief,VET,beech,VETfasy9,0.95,9.72,16.3,116,10,6.6,98.8,20.5,10.8,374,9,318.3
1963,Vetroztief,VET,beech,VETfasy9,1.21,12.41,16.4,117,10,6.6,98.8,20.5,10.7,594,48,318.8
1964,Vetroztief,VET,beech,VETfasy9,1.24,12.81,16.6,118,10,6.6,98.8,20.5,11.9,571,40,319.4
1965,Vetroztief,VET,beech,VETfasy9,1.18,12.28,16.7,119,10,6.6,98.8,20.5,9.7,821,90,319.9
1966,Vetroztief,VET,beech,VETfasy9,0.97,10.15,16.8,120,10,6.6,98.8,20.5,11.1,501,31,321.2
1967,Vetroztief,VET,beech,VETfasy9,1.2,12.65,16.9,121,10,6.6,98.8,20.5,10.7,511,35,322
1968,Vetroztief,VET,beech,VETfasy9,0.82,8.68,17,122,10,6.6,98.8,20.5,10.5,720,69,322.9
1969,Vetroztief,VET,beech,VETfasy9,1.25,13.39,17.1,123,10,6.6,98.8,20.5,10.6,662,60,324.5
1970,Vetroztief,VET,beech,VETfasy9,1.14,12.3,17.2,124,10,6.6,98.8,20.5,10.6,606,50,325.5
1971,Vetroztief,VET,beech,VETfasy9,1.01,10.91,17.3,125,10,6.6,98.8,20.5,11.6,577,43,326.2
1972,Vetroztief,VET,beech,VETfasy9,1.01,11.03,17.4,126,10,6.6,98.8,20.5,9.5,446,28,327.3
1973,Vetroztief,VET,beech,VETfasy9,0.99,10.82,17.5,127,10,6.6,98.8,20.5,10.8,619,53,329.5
1974,Vetroztief,VET,beech,VETfasy9,1.08,11.87,17.6,128,10,6.6,98.8,20.5,10.4,627,55,330.1
1975,Vetroztief,VET,beech,VETfasy9,0.91,10.05,17.7,129,10,6.6,98.8,20.5,10.9,522,36,331
1976,Vetroztief,VET,beech,VETfasy9,0.69,7.64,17.8,130,10,6.6,98.8,20.5,10.9,430,20,332
1977,Vetroztief,VET,beech,VETfasy9,0.77,8.63,17.9,131,10,6.6,98.8,20.5,9.7,628,57,333.7
1978,Vetroztief,VET,beech,VETfasy9,1.02,11.48,18,132,10,6.6,98.8,20.5,9.6,580,50,335.3
1979,Vetroztief,VET,beech,VETfasy9,1.13,12.8,18.1,133,10,6.6,98.8,20.5,10.2,539,41,336.7
1980,Vetroztief,VET,beech,VETfasy9,1.51,17.23,18.2,134,10,6.6,98.8,20.5,9.6,606,56,338.5
1981,Vetroztief,VET,beech,VETfasy9,0.93,10.68,18.3,135,10,6.6,98.8,20.5,10.9,607,51,339.8
1982,Vetroztief,VET,beech,VETfasy9,1.15,13.28,18.4,136,10,6.6,98.8,20.5,11.2,541,39,341
1983,Vetroztief,VET,beech,VETfasy9,0.86,9.99,18.5,137,10,6.6,98.8,20.5,11.4,621,51,342.6
1984,Vetroztief,VET,beech,VETfasy9,0.92,10.74,18.6,138,10,6.6,98.8,20.5,9.5,594,52,344.3
1985,Vetroztief,VET,beech,VETfasy9,1.32,15.5,18.8,139,10,6.6,98.8,20.5,10.9,658,58,345.7
1986,Vetroztief,VET,beech,VETfasy9,1.07,12.58,18.9,140,10,6.6,98.8,20.5,10.8,644,56,347
1987,Vetroztief,VET,beech,VETfasy9,1.02,12.06,19,141,10,6.6,98.8,20.5,10.8,687,65,348.8
1988,Vetroztief,VET,beech,VETfasy9,0.88,10.51,19,142,10,6.6,98.8,20.5,11.2,478,27,351.3
1989,Vetroztief,VET,beech,VETfasy9,0.87,10.44,19.1,143,10,6.6,98.8,20.5,11,506,32,352.8
1990,Vetroztief,VET,beech,VETfasy9,0.96,11.51,19.2,144,10,6.6,98.8,20.5,11.2,650,56,354
1991,Vetroztief,VET,beech,VETfasy9,0.8,9.69,19.3,145,10,6.6,98.8,20.5,11.1,473,29,355.5
1992,Vetroztief,VET,beech,VETfasy9,0.55,6.68,19.4,146,10,6.6,98.8,20.5,11.7,513,32,356.3
1993,Vetroztief,VET,beech,VETfasy9,0.74,9.02,19.4,147,10,6.6,98.8,20.5,11.3,738,70,357
1994,Vetroztief,VET,beech,VETfasy9,0.81,9.91,19.5,148,10,6.6,98.8,20.5,11.6,731,69,358.9
1995,Vetroztief,VET,beech,VETfasy9,0.71,8.72,19.6,149,10,6.6,98.8,20.5,10.7,627,54,360.9
1996,Vetroztief,VET,beech,VETfasy9,0.53,6.47,19.6,150,10,6.6,98.8,20.5,10.7,591,47,362.7
1997,Vetroztief,VET,beech,VETfasy9,0.57,7.05,19.7,151,10,6.6,98.8,20.5,11.4,640,55,363.8
1998,Vetroztief,VET,beech,VETfasy9,0.64,7.94,19.8,152,10,6.6,98.8,20.5,11.7,565,40,365.5
1999,Vetroztief,VET,beech,VETfasy9,0.51,6.28,19.8,153,10,6.6,98.8,20.5,11.9,745,71,367
2000,Vetroztief,VET,beech,VETfasy9,0.34,4.24,19.8,154,10,6.6,98.8,20.5,12,526,33,368.5
2001,Vetroztief,VET,beech,VETfasy9,0.6,7.43,19.9,155,10,6.6,98.8,20.5,10.9,784,79,370
2002,Vetroztief,VET,beech,VETfasy9,0.65,8.14,20,156,10,6.6,98.8,20.5,11.3,726,69,371.5
2003,Vetroztief,VET,beech,VETfasy9,0.53,6.66,20,157,10,6.6,98.8,20.5,13.5,488,22,373
2004,Vetroztief,VET,beech,VETfasy9,0.41,5.16,20.1,158,10,6.6,98.8,20.5,11.5,539,37,374.6
2005,Vetroztief,VET,beech,VETfasy9,0.44,5.55,20.1,159,10,6.6,98.8,20.5,11.7,653,55,377.1
2006,Vetroztief,VET,beech,VETfasy9,0.63,7.97,20.2,160,10,6.6,98.8,20.5,12.1,669,58,378.8
1957,Vetroztief,VET,beech,VETfasy10,1.69,15.36,14.6,118,10,6.6,98.8,20.5,10.7,574,45,315.1
1958,Vetroztief,VET,beech,VETfasy10,2.15,19.76,14.8,119,10,6.6,98.8,20.5,11.5,586,45,315.7
1959,Vetroztief,VET,beech,VETfasy10,1.62,15.07,14.9,120,10,6.6,98.8,20.5,12,477,25,315.8
1960,Vetroztief,VET,beech,VETfasy10,1.25,11.77,15.1,121,10,6.6,98.8,20.5,10.5,631,54,316.8
1961,Vetroztief,VET,beech,VETfasy10,1.23,11.63,15.2,122,10,6.6,98.8,20.5,11.6,543,38,317.5
1962,Vetroztief,VET,beech,VETfasy10,0.95,9.04,15.3,123,10,6.6,98.8,20.5,10.8,374,9,318.3
1963,Vetroztief,VET,beech,VETfasy10,1.47,14.12,15.4,124,10,6.6,98.8,20.5,10.7,594,48,318.8
1964,Vetroztief,VET,beech,VETfasy10,1.39,13.48,15.6,125,10,6.6,98.8,20.5,11.9,571,40,319.4
1965,Vetroztief,VET,beech,VETfasy10,1.88,18.48,15.7,126,10,6.6,98.8,20.5,9.7,821,90,319.9
1966,Vetroztief,VET,beech,VETfasy10,1.32,13.06,15.9,127,10,6.6,98.8,20.5,11.1,501,31,321.2
1967,Vetroztief,VET,beech,VETfasy10,1.84,18.46,16.1,128,10,6.6,98.8,20.5,10.7,511,35,322
1968,Vetroztief,VET,beech,VETfasy10,1.27,12.81,16.2,129,10,6.6,98.8,20.5,10.5,720,69,322.9
1969,Vetroztief,VET,beech,VETfasy10,1.98,20.21,16.4,130,10,6.6,98.8,20.5,10.6,662,60,324.5
1970,Vetroztief,VET,beech,VETfasy10,1.41,14.58,16.5,131,10,6.6,98.8,20.5,10.6,606,50,325.5
1971,Vetroztief,VET,beech,VETfasy10,1.72,17.95,16.7,132,10,6.6,98.8,20.5,11.6,577,43,326.2
1972,Vetroztief,VET,beech,VETfasy10,1.45,15.22,16.8,133,10,6.6,98.8,20.5,9.5,446,28,327.3
1973,Vetroztief,VET,beech,VETfasy10,2.13,22.62,17.1,134,10,6.6,98.8,20.5,10.8,619,53,329.5
1974,Vetroztief,VET,beech,VETfasy10,1.64,17.66,17.2,135,10,6.6,98.8,20.5,10.4,627,55,330.1
1975,Vetroztief,VET,beech,VETfasy10,1.33,14.44,17.3,136,10,6.6,98.8,20.5,10.9,522,36,331
1976,Vetroztief,VET,beech,VETfasy10,0.91,9.95,17.4,137,10,6.6,98.8,20.5,10.9,430,20,332
1977,Vetroztief,VET,beech,VETfasy10,1.2,13.14,17.6,138,10,6.6,98.8,20.5,9.7,628,57,333.7
1978,Vetroztief,VET,beech,VETfasy10,1.65,18.29,17.7,139,10,6.6,98.8,20.5,9.6,580,50,335.3
1979,Vetroztief,VET,beech,VETfasy10,1.48,16.55,17.9,140,10,6.6,98.8,20.5,10.2,539,41,336.7
1980,Vetroztief,VET,beech,VETfasy10,1.92,21.68,18.1,141,10,6.6,98.8,20.5,9.6,606,56,338.5
1981,Vetroztief,VET,beech,VETfasy10,1.23,14.01,18.2,142,10,6.6,98.8,20.5,10.9,607,51,339.8
1982,Vetroztief,VET,beech,VETfasy10,1.38,15.83,18.3,143,10,6.6,98.8,20.5,11.2,541,39,341
1983,Vetroztief,VET,beech,VETfasy10,1.1,12.65,18.4,144,10,6.6,98.8,20.5,11.4,621,51,342.6
1984,Vetroztief,VET,beech,VETfasy10,1.1,12.72,18.5,145,10,6.6,98.8,20.5,9.5,594,52,344.3
1985,Vetroztief,VET,beech,VETfasy10,1.52,17.72,18.7,146,10,6.6,98.8,20.5,10.9,658,58,345.7
1986,Vetroztief,VET,beech,VETfasy10,1.26,14.79,18.8,147,10,6.6,98.8,20.5,10.8,644,56,347
1987,Vetroztief,VET,beech,VETfasy10,1.4,16.56,19,148,10,6.6,98.8,20.5,10.8,687,65,348.8
1988,Vetroztief,VET,beech,VETfasy10,1.08,12.84,19.1,149,10,6.6,98.8,20.5,11.2,478,27,351.3
1989,Vetroztief,VET,beech,VETfasy10,1.01,12.13,19.2,150,10,6.6,98.8,20.5,11,506,32,352.8
1990,Vetroztief,VET,beech,VETfasy10,1.57,18.99,19.3,151,10,6.6,98.8,20.5,11.2,650,56,354
1991,Vetroztief,VET,beech,VETfasy10,1.2,14.62,19.4,152,10,6.6,98.8,20.5,11.1,473,29,355.5
1992,Vetroztief,VET,beech,VETfasy10,1.43,17.54,19.6,153,10,6.6,98.8,20.5,11.7,513,32,356.3
1993,Vetroztief,VET,beech,VETfasy10,1.46,17.97,19.7,154,10,6.6,98.8,20.5,11.3,738,70,357
1994,Vetroztief,VET,beech,VETfasy10,1.63,20.29,19.9,155,10,6.6,98.8,20.5,11.6,731,69,358.9
1995,Vetroztief,VET,beech,VETfasy10,1.23,15.42,20,156,10,6.6,98.8,20.5,10.7,627,54,360.9
1996,Vetroztief,VET,beech,VETfasy10,1.1,13.81,20.1,157,10,6.6,98.8,20.5,10.7,591,47,362.7
1997,Vetroztief,VET,beech,VETfasy10,1.21,15.35,20.3,158,10,6.6,98.8,20.5,11.4,640,55,363.8
1998,Vetroztief,VET,beech,VETfasy10,1.24,15.76,20.4,159,10,6.6,98.8,20.5,11.7,565,40,365.5
1999,Vetroztief,VET,beech,VETfasy10,0.75,9.62,20.4,160,10,6.6,98.8,20.5,11.9,745,71,367
2000,Vetroztief,VET,beech,VETfasy10,0.54,6.95,20.5,161,10,6.6,98.8,20.5,12,526,33,368.5
2001,Vetroztief,VET,beech,VETfasy10,1.1,14.21,20.6,162,10,6.6,98.8,20.5,10.9,784,79,370
2002,Vetroztief,VET,beech,VETfasy10,0.9,11.68,20.7,163,10,6.6,98.8,20.5,11.3,726,69,371.5
2003,Vetroztief,VET,beech,VETfasy10,0.82,10.69,20.8,164,10,6.6,98.8,20.5,13.5,488,22,373
2004,Vetroztief,VET,beech,VETfasy10,0.89,11.58,20.9,165,10,6.6,98.8,20.5,11.5,539,37,374.6
2005,Vetroztief,VET,beech,VETfasy10,1.08,14.2,21,166,10,6.6,98.8,20.5,11.7,653,55,377.1
2006,Vetroztief,VET,beech,VETfasy10,0.79,10.43,21.1,167,10,6.6,98.8,20.5,12.1,669,58,378.8
1957,Vordemwald,VOR,fir,VORabal1,2.08,9.62,7.5,40,220.3,3.3,4.7,20.6,13.8,665,26,315.1
1958,Vordemwald,VOR,fir,VORabal1,1.62,7.65,7.6,41,220.3,3.3,4.7,20.6,14.7,668,21,315.7
1959,Vordemwald,VOR,fir,VORabal1,1.44,6.96,7.8,42,220.3,3.3,4.7,20.6,15.2,402,-28,315.8
1960,Vordemwald,VOR,fir,VORabal1,1.83,9.04,8,43,220.3,3.3,4.7,20.6,14,644,20,316.8
1961,Vordemwald,VOR,fir,VORabal1,2.17,10.96,8.2,44,220.3,3.3,4.7,20.6,15,565,2,317.5
1962,Vordemwald,VOR,fir,VORabal1,2.1,10.92,8.4,45,220.3,3.3,4.7,20.6,14.1,495,-7,318.3
1963,Vordemwald,VOR,fir,VORabal1,2.17,11.54,8.6,46,220.3,3.3,4.7,20.6,14.4,580,8,318.8
1964,Vordemwald,VOR,fir,VORabal1,2.29,12.53,8.8,47,220.3,3.3,4.7,20.6,15.3,526,-7,319.4
1965,Vordemwald,VOR,fir,VORabal1,2.88,16.2,9.1,48,220.3,3.3,4.7,20.6,13.3,873,62,319.9
1966,Vordemwald,VOR,fir,VORabal1,2.83,16.42,9.4,49,220.3,3.3,4.7,20.6,14.5,673,23,321.2
1967,Vordemwald,VOR,fir,VORabal1,2.66,15.92,9.7,50,220.3,3.3,4.7,20.6,14.2,515,-3,322
1968,Vordemwald,VOR,fir,VORabal1,3.33,20.53,10,51,220.3,3.3,4.7,20.6,13.8,867,58,322.9
1969,Vordemwald,VOR,fir,VORabal1,4.09,26.17,10.4,52,220.3,3.3,4.7,20.6,14.2,597,11,324.5
1970,Vordemwald,VOR,fir,VORabal1,3.44,22.85,10.7,53,220.3,3.3,4.7,20.6,14.1,628,17,325.5
1971,Vordemwald,VOR,fir,VORabal1,3.61,24.78,11.1,54,220.3,3.3,4.7,20.6,14.9,582,4,326.2
1972,Vordemwald,VOR,fir,VORabal1,2.78,19.6,11.4,55,220.3,3.3,4.7,20.6,13,582,14,327.3
1973,Vordemwald,VOR,fir,VORabal1,1.91,13.77,11.6,56,220.3,3.3,4.7,20.6,14.5,628,17,329.5
1974,Vordemwald,VOR,fir,VORabal1,2.7,19.86,11.8,57,220.3,3.3,4.7,20.6,14,541,3,330.1
1975,Vordemwald,VOR,fir,VORabal1,3.44,25.97,12.2,58,220.3,3.3,4.7,20.6,14.4,725,33,331
