"fg_result","distance","wind","rain"
0,53,13,FALSE
1,41,15,FALSE
0,47,8,FALSE
1,30,8,FALSE
0,52,8,FALSE
0,32,8,FALSE
1,44,8,FALSE
0,48,12,FALSE
1,40,12,FALSE
0,54,12,FALSE
1,45,12,FALSE
1,46,12,FALSE
1,32,12,FALSE
1,20,NA,FALSE
0,54,NA,FALSE
1,36,NA,FALSE
1,38,NA,FALSE
0,33,NA,FALSE
1,29,3,FALSE
1,32,3,FALSE
1,32,3,FALSE
1,31,3,FALSE
1,29,3,FALSE
1,36,3,FALSE
0,56,4,FALSE
1,35,4,FALSE
0,46,4,FALSE
1,38,4,FALSE
1,47,7,FALSE
1,32,7,FALSE
0,48,7,FALSE
1,42,7,FALSE
1,36,7,FALSE
0,44,7,FALSE
1,31,10,FALSE
1,48,10,FALSE
1,32,10,FALSE
1,32,10,FALSE
1,45,10,FALSE
1,37,8,FALSE
1,23,8,FALSE
0,55,10,FALSE
1,28,10,FALSE
1,29,NA,FALSE
1,42,NA,FALSE
1,39,NA,FALSE
1,29,NA,FALSE
1,22,NA,FALSE
1,44,NA,FALSE
1,49,14,FALSE
0,60,14,FALSE
1,46,14,FALSE
1,54,14,FALSE
1,29,14,FALSE
0,41,14,FALSE
1,40,7,FALSE
1,22,7,FALSE
1,49,7,FALSE
1,21,7,FALSE
1,50,7,FALSE
1,62,7,FALSE
1,32,7,FALSE
0,40,7,FALSE
1,38,7,FALSE
1,26,5,FALSE
1,22,5,FALSE
1,37,5,FALSE
1,48,5,FALSE
1,41,5,FALSE
1,51,5,FALSE
1,54,5,FALSE
1,23,5,FALSE
1,41,2,FALSE
1,44,2,FALSE
0,50,2,FALSE
0,46,2,FALSE
1,47,3,FALSE
1,22,3,FALSE
1,21,3,FALSE
1,32,3,FALSE
0,40,13,FALSE
1,39,NA,FALSE
1,53,NA,FALSE
1,40,NA,FALSE
0,43,9,FALSE
1,20,9,FALSE
1,38,9,FALSE
1,38,20,FALSE
1,20,20,FALSE
0,55,2,FALSE
1,25,2,FALSE
1,34,2,FALSE
1,31,7,FALSE
1,53,7,FALSE
1,48,7,FALSE
1,39,13,FALSE
1,21,13,FALSE
0,55,13,FALSE
1,47,3,FALSE
0,37,3,FALSE
1,35,3,FALSE
1,25,8,TRUE
1,28,8,TRUE
1,34,8,TRUE
1,31,8,TRUE
0,53,8,TRUE
1,22,8,TRUE
1,35,8,TRUE
1,47,NA,FALSE
1,31,NA,FALSE
1,26,NA,FALSE
1,21,2,FALSE
1,29,2,FALSE
1,37,2,FALSE
1,38,2,FALSE
1,26,2,FALSE
1,33,6,FALSE
1,20,6,FALSE
0,45,6,FALSE
1,39,6,FALSE
1,52,NA,FALSE
0,40,NA,FALSE
1,55,NA,FALSE
1,25,NA,FALSE
0,50,NA,FALSE
1,20,NA,FALSE
1,45,2,FALSE
1,29,2,FALSE
1,50,2,FALSE
1,39,7,FALSE
1,43,7,FALSE
1,45,7,FALSE
1,46,NA,FALSE
0,45,NA,FALSE
1,34,0,FALSE
1,46,6,FALSE
1,39,6,FALSE
0,42,6,FALSE
0,52,6,FALSE
1,30,6,FALSE
1,45,6,FALSE
1,26,NA,FALSE
1,63,NA,FALSE
1,38,NA,FALSE
1,29,NA,FALSE
0,39,12,TRUE
0,45,12,TRUE
1,28,12,TRUE
1,22,12,TRUE
1,29,12,TRUE
0,47,NA,FALSE
1,31,NA,FALSE
1,26,NA,FALSE
1,31,NA,FALSE
1,50,NA,FALSE
1,41,19,FALSE
1,20,19,FALSE
1,23,5,FALSE
1,28,5,FALSE
1,20,11,TRUE
0,29,11,TRUE
1,38,11,TRUE
1,29,11,TRUE
0,34,11,TRUE
1,47,11,TRUE
0,45,NA,FALSE
1,21,NA,FALSE
1,29,NA,FALSE
1,55,NA,FALSE
1,45,NA,FALSE
1,51,NA,FALSE
0,50,5,FALSE
1,28,5,FALSE
1,35,5,FALSE
0,33,9,FALSE
1,22,9,FALSE
1,25,9,FALSE
1,19,9,FALSE
1,20,9,FALSE
0,42,9,FALSE
0,41,9,FALSE
1,42,2,FALSE
0,54,2,FALSE
1,41,2,FALSE
0,53,NA,FALSE
1,52,NA,FALSE
1,29,NA,FALSE
1,43,NA,FALSE
1,24,NA,FALSE
1,33,NA,FALSE
1,40,NA,FALSE
1,44,NA,FALSE
1,37,23,FALSE
0,53,23,FALSE
1,42,NA,FALSE
0,51,NA,FALSE
0,53,NA,FALSE
1,47,NA,FALSE
1,54,NA,FALSE
1,37,NA,FALSE
1,22,3,FALSE
1,48,3,FALSE
1,24,3,FALSE
1,51,3,FALSE
1,42,3,FALSE
1,50,NA,FALSE
1,21,NA,FALSE
1,29,NA,FALSE
1,30,NA,FALSE
1,27,NA,FALSE
1,43,NA,FALSE
1,40,NA,FALSE
1,28,13,FALSE
1,28,13,FALSE
1,38,13,FALSE
1,39,4,FALSE
1,30,4,FALSE
1,27,4,FALSE
1,43,4,FALSE
1,30,4,FALSE
1,21,10,FALSE
1,35,10,FALSE
0,54,10,FALSE
1,25,10,FALSE
1,52,10,FALSE
1,28,10,FALSE
1,26,10,FALSE
1,29,10,FALSE
1,32,6,FALSE
0,45,6,FALSE
1,23,6,FALSE
1,29,NA,FALSE
1,40,NA,FALSE
1,34,NA,FALSE
1,43,NA,FALSE
1,54,NA,FALSE
0,44,NA,FALSE
1,52,6,FALSE
1,30,6,FALSE
0,58,6,FALSE
1,42,6,FALSE
1,25,12,FALSE
1,21,12,FALSE
1,51,12,FALSE
1,33,12,FALSE
1,26,12,FALSE
0,43,12,FALSE
1,24,15,FALSE
1,29,15,FALSE
1,45,15,FALSE
1,54,15,FALSE
1,44,15,FALSE
1,39,1,FALSE
1,22,1,FALSE
1,19,1,FALSE
0,49,11,FALSE
1,52,11,FALSE
0,49,11,FALSE
1,40,11,FALSE
1,26,11,FALSE
1,29,11,FALSE
1,36,NA,FALSE
0,47,6,FALSE
0,50,6,FALSE
1,41,6,FALSE
1,37,6,FALSE
1,22,6,FALSE
1,45,6,FALSE
0,40,6,FALSE
0,43,5,FALSE
1,35,5,FALSE
0,56,5,FALSE
0,49,5,FALSE
0,44,5,FALSE
1,42,18,FALSE
1,29,18,FALSE
1,33,18,FALSE
1,39,18,FALSE
1,37,8,FALSE
1,54,8,FALSE
1,30,8,FALSE
1,45,8,FALSE
1,41,8,FALSE
1,37,NA,FALSE
1,29,NA,FALSE
1,36,NA,FALSE
1,47,NA,FALSE
1,28,NA,FALSE
1,48,NA,FALSE
1,30,NA,FALSE
1,42,9,FALSE
1,39,9,FALSE
1,27,NA,FALSE
0,34,NA,FALSE
1,47,NA,FALSE
0,53,NA,FALSE
1,50,NA,FALSE
1,47,NA,FALSE
1,22,12,FALSE
1,54,12,FALSE
1,30,9,FALSE
1,41,9,FALSE
1,43,9,FALSE
1,39,9,FALSE
0,52,9,FALSE
0,56,12,FALSE
1,30,12,FALSE
1,33,12,FALSE
1,40,9,FALSE
1,22,9,FALSE
0,53,9,FALSE
1,27,9,FALSE
1,47,NA,FALSE
1,25,NA,FALSE
1,39,NA,FALSE
1,48,NA,FALSE
1,48,NA,FALSE
0,57,NA,FALSE
1,26,NA,FALSE
1,27,NA,FALSE
1,23,NA,FALSE
0,54,8,FALSE
1,53,8,FALSE
1,35,8,FALSE
1,43,3,FALSE
1,39,3,FALSE
1,46,3,FALSE
1,47,3,FALSE
0,47,3,FALSE
1,42,3,FALSE
1,26,0,FALSE
1,43,0,FALSE
1,43,0,FALSE
1,38,11,FALSE
0,38,11,FALSE
1,23,11,FALSE
1,31,11,FALSE
1,29,11,FALSE
1,51,13,FALSE
1,34,13,FALSE
1,21,13,FALSE
0,48,0,FALSE
0,47,0,FALSE
1,38,0,FALSE
0,53,13,FALSE
1,40,13,FALSE
1,20,13,FALSE
1,30,NA,FALSE
1,34,NA,FALSE
1,47,NA,FALSE
1,29,NA,FALSE
1,41,NA,FALSE
0,43,NA,FALSE
0,43,10,FALSE
0,43,10,FALSE
1,34,10,FALSE
1,46,10,FALSE
1,34,NA,FALSE
0,46,NA,FALSE
1,27,7,FALSE
0,40,7,FALSE
1,26,7,FALSE
1,41,7,FALSE
1,49,7,FALSE
1,42,13,FALSE
1,35,13,FALSE
1,22,13,FALSE
1,39,13,FALSE
1,44,4,FALSE
1,26,4,FALSE
1,55,4,FALSE
1,44,8,FALSE
0,29,8,FALSE
0,49,8,FALSE
0,44,10,FALSE
0,45,10,FALSE
0,50,10,FALSE
1,32,5,FALSE
1,46,5,FALSE
1,34,5,FALSE
1,41,NA,FALSE
1,41,NA,FALSE
1,52,NA,FALSE
0,28,NA,FALSE
1,33,NA,FALSE
0,46,16,TRUE
1,44,16,TRUE
1,46,16,TRUE
0,46,16,TRUE
1,27,16,TRUE
0,48,16,TRUE
1,42,16,TRUE
1,29,16,TRUE
1,39,17,FALSE
1,23,17,FALSE
1,45,17,FALSE
0,39,17,FALSE
1,28,17,FALSE
1,24,17,FALSE
1,37,17,FALSE
1,49,17,FALSE
1,21,17,FALSE
1,42,17,FALSE
1,39,17,FALSE
1,29,7,FALSE
1,27,7,FALSE
1,48,7,FALSE
1,35,NA,FALSE
1,36,NA,FALSE
1,36,NA,FALSE
1,49,9,FALSE
1,50,9,FALSE
1,36,14,FALSE
0,46,14,FALSE
1,40,14,FALSE
1,26,14,FALSE
0,42,12,FALSE
0,43,12,FALSE
1,26,12,FALSE
1,24,12,FALSE
1,48,12,TRUE
1,24,12,TRUE
0,43,12,TRUE
1,35,12,TRUE
0,48,12,TRUE
1,26,10,FALSE
1,27,10,FALSE
1,47,10,FALSE
1,26,10,FALSE
1,28,17,TRUE
1,24,17,TRUE
1,25,NA,FALSE
1,40,NA,FALSE
1,32,NA,FALSE
1,38,NA,FALSE
0,50,NA,FALSE
0,35,NA,FALSE
1,41,NA,FALSE
0,47,NA,FALSE
1,26,NA,FALSE
1,25,NA,FALSE
1,30,NA,FALSE
1,24,NA,FALSE
1,31,6,FALSE
1,39,6,FALSE
1,29,6,FALSE
1,34,6,FALSE
1,47,10,FALSE
1,27,10,FALSE
1,45,10,FALSE
1,27,NA,FALSE
0,41,NA,FALSE
1,33,NA,FALSE
1,30,7,FALSE
1,31,7,FALSE
0,55,7,FALSE
1,52,7,FALSE
1,46,7,FALSE
1,53,7,FALSE
1,29,1,FALSE
1,47,1,FALSE
1,29,1,FALSE
1,36,1,FALSE
1,23,NA,FALSE
1,22,NA,FALSE
0,42,NA,FALSE
1,45,NA,FALSE
1,47,NA,FALSE
1,42,NA,FALSE
1,45,NA,FALSE
1,43,NA,FALSE
1,42,15,FALSE
1,24,15,FALSE
1,39,15,FALSE
0,48,15,FALSE
1,47,15,FALSE
0,44,20,FALSE
1,50,20,FALSE
1,34,20,FALSE
1,48,NA,FALSE
1,43,NA,FALSE
0,49,NA,FALSE
1,51,NA,FALSE
1,37,NA,FALSE
1,30,13,FALSE
0,51,13,FALSE
1,32,13,FALSE
1,49,13,FALSE
1,25,NA,FALSE
1,53,NA,FALSE
1,37,NA,FALSE
0,55,NA,FALSE
0,53,NA,FALSE
1,28,NA,FALSE
1,31,NA,FALSE
0,46,NA,FALSE
1,25,16,FALSE
1,42,16,FALSE
0,49,16,FALSE
1,36,16,FALSE
1,36,18,FALSE
1,36,18,FALSE
1,47,18,FALSE
1,48,18,FALSE
1,37,NA,FALSE
1,46,NA,FALSE
1,35,NA,FALSE
1,29,NA,FALSE
1,50,NA,FALSE
1,42,NA,FALSE
1,34,16,FALSE
1,44,16,FALSE
1,28,16,FALSE
1,53,16,FALSE
1,31,16,FALSE
1,46,16,FALSE
1,36,9,FALSE
0,42,9,FALSE
1,31,9,FALSE
1,54,NA,FALSE
1,36,NA,FALSE
1,27,NA,FALSE
0,45,NA,FALSE
1,50,NA,FALSE
1,50,9,FALSE
1,19,9,FALSE
1,44,9,FALSE
0,47,9,FALSE
1,48,8,FALSE
0,41,8,FALSE
1,31,8,FALSE
1,41,8,FALSE
1,29,8,FALSE
1,26,NA,FALSE
1,40,NA,FALSE
1,22,9,FALSE
1,37,9,FALSE
1,25,9,FALSE
1,28,9,FALSE
1,31,9,FALSE
0,34,9,FALSE
1,53,9,FALSE
1,48,9,FALSE
1,42,9,FALSE
1,37,9,FALSE
1,44,9,FALSE
1,34,11,TRUE
1,34,11,TRUE
0,47,11,TRUE
1,30,NA,FALSE
1,30,NA,FALSE
1,37,NA,FALSE
1,25,NA,FALSE
1,39,4,FALSE
0,37,4,FALSE
1,34,4,FALSE
1,55,NA,FALSE
1,48,NA,FALSE
1,41,NA,FALSE
1,30,NA,FALSE
0,42,5,FALSE
1,32,10,FALSE
1,52,10,FALSE
1,33,10,FALSE
1,43,6,FALSE
1,22,6,FALSE
1,46,6,FALSE
1,43,6,FALSE
1,49,6,FALSE
1,36,6,FALSE
1,30,7,FALSE
1,27,7,FALSE
1,44,NA,FALSE
0,45,NA,FALSE
1,21,NA,FALSE
1,23,8,FALSE
1,24,8,FALSE
1,32,8,FALSE
1,44,8,FALSE
0,45,4,FALSE
1,29,4,FALSE
1,33,NA,FALSE
1,26,NA,FALSE
1,28,7,FALSE
1,33,7,FALSE
1,34,7,FALSE
1,27,7,FALSE
1,43,7,FALSE
0,45,7,FALSE
1,50,NA,FALSE
1,42,NA,FALSE
1,42,NA,FALSE
0,49,19,FALSE
1,24,19,FALSE
1,47,19,FALSE
1,41,14,FALSE
1,26,14,FALSE
1,44,14,FALSE
1,38,14,FALSE
1,27,14,FALSE
1,34,6,FALSE
1,40,6,FALSE
1,46,6,FALSE
1,48,6,FALSE
0,49,3,FALSE
1,25,13,FALSE
1,53,13,FALSE
1,43,13,FALSE
1,52,5,FALSE
1,30,5,FALSE
1,44,NA,FALSE
1,46,NA,FALSE
0,54,NA,FALSE
1,22,7,FALSE
1,46,7,FALSE
0,45,7,FALSE
1,30,7,FALSE
1,51,7,FALSE
1,47,10,FALSE
1,31,10,FALSE
1,35,2,FALSE
1,36,2,FALSE
1,51,2,FALSE
1,20,2,FALSE
1,27,NA,FALSE
1,35,NA,FALSE
1,50,NA,FALSE
1,20,15,FALSE
1,57,15,FALSE
0,47,15,FALSE
1,37,15,FALSE
1,36,7,FALSE
1,49,7,FALSE
0,53,7,FALSE
1,32,7,FALSE
0,55,7,FALSE
1,49,7,FALSE
1,26,3,FALSE
1,34,3,FALSE
1,26,3,FALSE
1,23,NA,FALSE
1,42,NA,FALSE
1,33,NA,FALSE
1,19,NA,FALSE
1,32,11,FALSE
0,54,11,FALSE
1,50,11,FALSE
1,25,11,FALSE
1,41,11,FALSE
1,37,11,FALSE
0,42,NA,FALSE
1,40,NA,FALSE
1,23,NA,FALSE
1,27,NA,FALSE
1,56,10,FALSE
1,46,10,FALSE
1,32,10,FALSE
1,26,12,FALSE
0,52,12,FALSE
1,52,12,FALSE
1,33,12,FALSE
1,47,4,FALSE
0,53,6,FALSE
1,48,10,FALSE
1,27,10,FALSE
1,54,6,FALSE
1,49,6,FALSE
1,37,6,FALSE
1,42,6,FALSE
1,47,0,FALSE
0,47,0,FALSE
1,31,0,FALSE
1,27,12,FALSE
0,49,12,FALSE
1,33,12,FALSE
1,45,12,FALSE
0,44,12,FALSE
0,34,12,FALSE
1,43,12,FALSE
1,33,12,FALSE
1,26,NA,FALSE
1,33,NA,FALSE
1,37,NA,FALSE
1,34,NA,FALSE
1,38,NA,FALSE
1,39,NA,FALSE
1,34,NA,FALSE
1,22,NA,FALSE
1,42,7,TRUE
1,47,7,TRUE
1,46,7,TRUE
1,32,NA,FALSE
1,42,NA,FALSE
0,51,NA,FALSE
1,40,NA,FALSE
1,56,NA,FALSE
1,33,NA,FALSE
1,20,NA,FALSE
1,20,NA,FALSE
1,53,NA,FALSE
1,50,NA,FALSE
1,56,NA,FALSE
1,40,16,FALSE
1,27,2,FALSE
1,25,2,FALSE
1,32,2,FALSE
1,23,9,FALSE
0,51,7,TRUE
1,30,7,TRUE
0,34,7,TRUE
1,28,7,TRUE
1,47,7,TRUE
1,29,7,TRUE
0,39,6,FALSE
1,23,6,FALSE
1,43,6,FALSE
1,49,6,FALSE
1,51,6,FALSE
1,33,6,FALSE
1,28,6,FALSE
0,57,6,FALSE
1,31,5,TRUE
1,37,5,TRUE
1,50,5,TRUE
1,45,7,FALSE
1,22,7,FALSE
1,42,7,FALSE
1,26,7,FALSE
1,47,7,FALSE
1,47,3,FALSE
1,30,3,FALSE
1,28,NA,FALSE
1,47,NA,FALSE
1,31,NA,FALSE
1,42,NA,FALSE
1,28,NA,FALSE
1,48,NA,FALSE
1,40,NA,FALSE
1,40,NA,FALSE
1,40,NA,FALSE
1,38,NA,FALSE
1,41,NA,FALSE
1,47,NA,FALSE
1,28,NA,FALSE
1,29,NA,FALSE
1,43,NA,FALSE
1,21,NA,FALSE
0,43,NA,FALSE
1,49,NA,FALSE
0,35,17,FALSE
1,49,17,FALSE
1,46,17,FALSE
1,26,17,FALSE
1,38,17,FALSE
1,36,4,FALSE
1,21,4,FALSE
1,31,NA,FALSE
0,51,NA,FALSE
1,24,NA,FALSE
1,39,11,FALSE
1,35,11,FALSE
1,21,11,FALSE
1,45,8,FALSE
0,50,8,FALSE
1,49,12,FALSE
1,22,12,FALSE
1,54,5,FALSE
1,27,5,FALSE
1,42,5,FALSE
1,30,NA,FALSE
1,38,NA,FALSE
1,31,NA,FALSE
1,42,NA,FALSE
1,52,NA,FALSE
0,52,NA,FALSE
1,24,NA,FALSE
1,56,NA,FALSE
0,49,NA,FALSE
1,27,NA,FALSE
1,35,NA,FALSE
1,32,NA,FALSE
1,28,NA,FALSE
1,44,NA,FALSE
0,55,NA,FALSE
1,41,5,FALSE
0,41,5,FALSE
0,29,NA,FALSE
1,35,NA,FALSE
0,53,NA,FALSE
1,31,NA,FALSE
1,33,NA,FALSE
1,31,NA,FALSE
1,43,NA,FALSE
1,35,NA,FALSE
0,51,7,FALSE
1,29,7,FALSE
1,19,7,FALSE
1,38,3,FALSE
0,30,3,FALSE
1,50,3,FALSE
1,25,3,FALSE
1,46,3,FALSE
1,24,6,FALSE
1,43,6,FALSE
0,50,6,FALSE
1,50,6,FALSE
1,43,6,FALSE
1,22,6,FALSE
0,31,6,FALSE
1,47,5,FALSE
1,20,5,FALSE
1,46,5,FALSE
1,31,5,FALSE
1,54,5,FALSE
1,46,8,FALSE
0,45,8,FALSE
1,31,15,FALSE
0,38,15,FALSE
0,34,15,FALSE
1,22,15,FALSE
1,19,15,FALSE
1,38,5,FALSE
0,48,5,FALSE
0,53,5,FALSE
1,38,5,FALSE
1,40,5,FALSE
1,21,5,FALSE
1,41,5,FALSE
1,36,5,FALSE
1,49,NA,FALSE
1,49,NA,FALSE
1,42,NA,FALSE
0,54,NA,FALSE
1,29,NA,FALSE
1,38,NA,FALSE
1,21,NA,FALSE
0,47,10,FALSE
0,44,10,FALSE
0,42,10,FALSE
1,25,10,FALSE
1,42,NA,FALSE
1,27,NA,FALSE
1,33,NA,FALSE
1,41,NA,FALSE
1,32,NA,FALSE
1,46,NA,FALSE
1,32,NA,TRUE
1,39,NA,TRUE
1,44,NA,TRUE
1,47,NA,TRUE
1,35,NA,TRUE
1,45,NA,TRUE
1,20,NA,TRUE
1,39,5,FALSE
1,52,5,FALSE
1,45,5,FALSE
1,33,17,FALSE
1,23,17,FALSE
1,38,8,FALSE
1,43,8,FALSE
1,27,8,FALSE
1,49,5,FALSE
0,58,5,FALSE
1,21,5,FALSE
1,28,5,FALSE
1,43,12,FALSE
0,57,12,FALSE
1,35,12,FALSE
1,35,5,FALSE
1,51,5,FALSE
1,49,5,FALSE
1,41,NA,FALSE
1,58,NA,FALSE
1,23,NA,FALSE
1,30,NA,FALSE
1,58,NA,FALSE
1,38,12,FALSE
1,30,12,FALSE
1,33,12,FALSE
1,21,NA,FALSE
1,28,NA,FALSE
1,38,NA,FALSE
1,38,NA,FALSE
1,44,NA,FALSE
0,51,5,FALSE
1,25,5,FALSE
1,31,NA,FALSE
1,28,NA,FALSE
1,54,NA,FALSE
1,34,12,FALSE
0,57,12,FALSE
1,39,12,FALSE
1,37,12,FALSE
0,50,12,FALSE
1,41,7,FALSE
1,46,7,FALSE
1,25,7,FALSE
1,49,NA,FALSE
1,33,NA,FALSE
1,24,NA,FALSE
1,28,NA,FALSE
1,29,NA,FALSE
1,24,NA,FALSE
1,30,NA,FALSE
1,22,NA,FALSE
1,41,NA,FALSE
1,31,NA,FALSE
0,46,NA,FALSE
1,35,NA,FALSE
1,29,NA,FALSE
1,36,NA,FALSE
0,48,NA,FALSE
1,27,5,FALSE
1,48,5,FALSE
1,42,5,FALSE
1,54,5,FALSE
1,31,5,FALSE
1,25,5,FALSE
1,43,3,FALSE
1,42,3,FALSE
1,37,NA,FALSE
1,54,NA,FALSE
1,24,NA,FALSE
1,35,NA,FALSE
1,39,NA,FALSE
1,52,NA,FALSE
1,33,NA,FALSE
1,45,NA,FALSE
1,35,NA,FALSE
1,49,NA,FALSE
1,34,NA,FALSE
1,33,6,FALSE
1,26,6,FALSE
1,26,8,FALSE
0,42,8,FALSE
1,42,8,FALSE
0,53,16,FALSE
1,30,16,FALSE
1,29,8,FALSE
1,33,8,FALSE
1,23,8,FALSE
0,41,8,FALSE
1,32,8,FALSE
1,25,8,FALSE
1,30,12,FALSE
1,42,NA,FALSE
0,41,NA,FALSE
1,41,NA,FALSE
1,52,2,FALSE
1,32,2,FALSE
1,52,2,FALSE
0,55,2,FALSE
1,42,2,FALSE
1,26,2,FALSE
1,47,2,FALSE
1,43,7,FALSE
1,56,7,FALSE
1,35,7,FALSE
1,39,NA,FALSE
1,31,NA,FALSE
1,30,NA,FALSE
1,41,NA,FALSE
0,49,NA,FALSE
1,51,NA,FALSE
1,54,NA,FALSE
1,55,NA,FALSE
1,42,18,FALSE
1,30,18,FALSE
1,27,8,FALSE
0,42,8,FALSE
1,23,9,FALSE
1,48,9,FALSE
0,54,5,FALSE
1,43,5,FALSE
1,46,5,FALSE
1,54,NA,FALSE
1,39,NA,FALSE
1,34,NA,FALSE
1,25,NA,FALSE
1,37,NA,FALSE
1,44,NA,FALSE
1,40,6,FALSE
1,26,6,FALSE
1,38,6,FALSE
1,32,6,FALSE
1,54,6,FALSE
1,54,6,FALSE
1,36,6,FALSE
1,53,6,FALSE
1,27,10,FALSE
1,21,10,FALSE
1,30,10,FALSE
1,44,10,FALSE
1,30,10,FALSE
0,48,6,FALSE
1,35,6,FALSE
1,32,6,FALSE
1,20,6,FALSE
1,40,6,FALSE
1,50,6,FALSE
1,46,6,FALSE
1,30,6,FALSE
1,30,6,FALSE
0,44,6,FALSE
1,53,6,FALSE
0,47,6,FALSE
1,26,6,FALSE
1,31,NA,FALSE
1,50,NA,FALSE
1,28,NA,FALSE
0,55,NA,FALSE
1,25,NA,FALSE
1,23,14,FALSE
1,39,14,FALSE
1,43,14,FALSE
1,35,NA,FALSE
1,32,NA,FALSE
1,37,NA,FALSE
1,27,NA,FALSE
1,35,NA,FALSE
1,41,13,FALSE
1,55,13,FALSE
1,29,13,FALSE
1,45,13,FALSE
1,43,13,FALSE
1,29,13,FALSE
1,26,8,FALSE
1,47,8,FALSE
1,43,3,FALSE
1,38,NA,FALSE
1,39,NA,FALSE
1,46,NA,FALSE
1,31,NA,FALSE
1,22,NA,FALSE
1,54,NA,FALSE
1,46,3,FALSE
0,61,3,FALSE
1,39,3,FALSE
1,38,3,FALSE
1,24,16,FALSE
1,32,16,FALSE
1,36,16,FALSE
1,37,16,FALSE
1,25,16,FALSE
1,46,16,FALSE
1,36,NA,FALSE
0,24,NA,FALSE
0,49,NA,FALSE
1,33,NA,FALSE
1,46,NA,FALSE
1,48,2,FALSE
1,28,2,FALSE
1,48,NA,FALSE
1,53,NA,FALSE
0,50,NA,FALSE
1,36,NA,FALSE
1,38,16,FALSE
1,32,16,FALSE
1,43,16,FALSE
1,26,NA,FALSE
1,50,NA,FALSE
1,29,NA,FALSE
1,37,NA,FALSE
1,31,NA,FALSE
1,49,NA,FALSE
1,52,10,TRUE
1,46,10,TRUE
1,24,NA,FALSE
1,55,NA,FALSE
1,50,NA,FALSE
1,54,NA,FALSE
1,28,NA,FALSE
1,40,NA,FALSE
1,34,NA,FALSE
1,41,4,FALSE
0,57,4,FALSE
1,39,7,FALSE
1,35,7,FALSE
1,46,7,FALSE
1,47,7,FALSE
1,25,7,FALSE
1,38,7,FALSE
1,34,NA,FALSE
0,58,NA,FALSE
1,26,NA,FALSE
1,50,NA,FALSE
1,21,NA,FALSE
1,47,NA,FALSE
1,43,NA,FALSE
1,46,7,FALSE
0,52,7,FALSE
1,55,7,FALSE
1,46,7,FALSE
1,21,6,FALSE
1,31,6,FALSE
1,20,6,FALSE
1,55,6,FALSE
0,54,6,FALSE
1,31,6,FALSE
1,48,6,FALSE
1,47,NA,FALSE
1,55,NA,FALSE
0,48,NA,FALSE
1,40,NA,FALSE
1,35,9,FALSE
1,45,7,FALSE
1,44,7,FALSE
1,27,7,FALSE
1,41,7,FALSE
1,52,7,FALSE
1,20,7,FALSE
1,54,7,FALSE
1,38,7,FALSE
1,31,10,FALSE
0,57,10,FALSE
0,32,10,FALSE
1,31,10,FALSE
1,41,10,FALSE
1,39,12,FALSE
1,50,12,FALSE
1,38,10,FALSE
0,27,10,FALSE
0,37,10,FALSE
1,48,6,FALSE
0,52,6,FALSE
1,37,6,FALSE
1,30,6,FALSE
1,42,10,FALSE
1,49,10,FALSE
1,24,15,FALSE
0,55,15,FALSE
0,47,0,FALSE
1,33,0,FALSE
1,35,0,FALSE
1,20,0,FALSE
1,28,0,FALSE
1,29,8,FALSE
0,45,8,FALSE
1,53,8,FALSE
1,48,8,FALSE
1,46,8,FALSE
1,37,8,FALSE
0,37,8,FALSE
1,29,8,FALSE
1,40,8,FALSE
1,43,NA,FALSE
1,41,NA,FALSE
1,43,NA,FALSE
0,65,NA,FALSE
1,42,NA,FALSE
1,22,NA,FALSE
0,48,NA,FALSE
1,43,8,FALSE
1,37,8,FALSE
1,23,8,FALSE
1,45,5,FALSE
1,30,5,FALSE
0,44,5,FALSE
1,50,NA,FALSE
1,51,NA,FALSE
0,46,NA,FALSE
1,49,NA,FALSE
0,41,NA,FALSE
1,38,NA,FALSE
1,29,NA,FALSE
1,35,NA,FALSE
0,48,NA,FALSE
1,35,NA,FALSE
1,40,11,FALSE
1,43,11,FALSE
1,31,11,FALSE
1,26,11,FALSE
1,31,4,FALSE
0,29,4,FALSE
1,38,3,FALSE
1,30,3,FALSE
1,51,3,FALSE
0,45,3,FALSE
1,41,NA,FALSE
1,44,NA,FALSE
1,49,NA,FALSE
1,44,NA,FALSE
0,41,NA,FALSE
1,48,NA,FALSE
1,40,7,FALSE
1,41,7,FALSE
1,41,7,FALSE
1,32,7,FALSE
1,42,NA,FALSE
1,29,NA,FALSE
1,36,NA,FALSE
1,20,8,FALSE
1,37,8,FALSE
1,36,8,FALSE
1,29,8,FALSE
1,39,8,FALSE
1,49,17,FALSE
1,49,17,FALSE
1,59,17,FALSE
0,52,17,FALSE
0,48,NA,FALSE
1,23,10,FALSE
0,48,10,FALSE
1,35,10,FALSE
1,52,10,FALSE
1,47,10,FALSE
1,33,10,FALSE
0,41,35,FALSE
1,41,35,FALSE
1,29,35,FALSE
1,33,35,FALSE
1,38,35,FALSE
1,24,35,FALSE
0,37,35,FALSE
1,43,17,TRUE
1,33,17,TRUE
1,28,17,TRUE
1,38,20,FALSE
1,44,20,FALSE
0,27,20,FALSE
1,29,20,FALSE
1,27,20,FALSE
1,39,20,FALSE
1,51,20,FALSE
1,35,20,FALSE
1,39,11,FALSE
1,55,11,FALSE
1,48,11,FALSE
0,47,11,FALSE
1,51,7,FALSE
1,48,4,FALSE
1,37,8,FALSE
1,40,8,FALSE
1,43,8,FALSE
